,4,7,label,drug_name,expression,Symptom ID,Negation flag
72,308353121,<user> it’s tough most days i ache especially from tamoxifen. exercise helps. <repeat> i can’t do what i use to do but i do try. a walk is a massive achievement after what you have been through 🙌🏽💕. <user> my breast cancer was <number>% positive to progesterone and oestrogen. 🤦🏽‍♀️ i was a ticking time bomb my whole life 😢,1,Tamoxifen,tamoxifen,$$$C0741585$$$,$$$0$$$
73,313774006,"<user> i'm on tamoxifen post breast cancer which carries a risk of blood clotting, so i'm following these developments closely. i do wear compression socks regularly, but i did wonder about aspirin. i hope some guidelines are put out soon on ways we can further minimise our risks. <repeat>. <user> well letting the virus run wild &amp; mutate will necessitate that. the tech in the pfizer-manufactured (it's a biontech invention &gt; been in dev. for <number>+ yrs) is imp. for future cancer vaccines. as a cancer patient i'm hoping it succeeds. i don't get all this innovation bashing 🙏",1,Tamoxifen,tamoxifen,$$$$$$,$$$$$$
74,316711969,"today is day <number> on tamoxifen, hormone treatment for breast cancer. i'm not thrilled to add another drug to my regime, as each time i do, i add to side effects &amp; interactions. here's to minimal blurgh factor, maximal efficacy.. <user> <user> <user> that's a good idea. i will see how i go on the tamoxifen x. <user> <user> <user> i think the tamoxifen did make me very dozy today, so i’ll try taking it in the evening tomorrow.. <user> <user> no. me neither. i think a lovely boob tea cosy could be nice though - i’m planning on making a lot of boobs for different uses for october, which is breast cancer awareness month.. <user> you're very kind. i've been pretty bad tempered this week unfortunately - so far starting tamoxifen &amp; coming off sertraline has been a toxic combo for menopausal symptoms &amp; generally horrible mood!. <user> i'm on tamoxifen but am perimenopausal anyway, am much older than you; i think the alternatives to tamoxifen are not necessarily nicer. but might be worth talking to your oncologist.. and in drug / meds / cancer related news, today's awful emotions suggests to me that coming straight off antidepressant as i start tamoxifen &amp; rads is actually crappy &amp; maybe i need something else. i'd love it to not be another drug, but cake doesn't do it.. <user> yeah i had to stop the sertraline immediately to take the cancer drug. i thought nortriptyline would be enough but i feel pretty rubbish, so probably it isn't.. <user> thank you. cancer really does suck. xx <elong>.  mecfs  quick question -  i had me <allcaps> many years ago, recovered, and now post probable covid &amp; breast cancer, i'm getting similar symptoms. mainly fatigue. when i'm exhausted, i get really cold hands &amp; blue lips. does anyone else? <repeat>. my gp <allcaps> was nice. i still don't know why i'm so exhauste<smile> they reckon the cancer /  drugs  /  op etc, but onco thinks it wouldn't cause fatigue. i dunno. wait &amp; see apparently.. <user> yes, onco said i couldn't take it with tamoxifen. but i'm undecided about taking tamoxifen now, which is ironic. as depression is quite bad instead. 🤷‍♂️. <user> <user> <user> it's so hard isn't it? of course we try to be positive etc etc. but it's an illness that isn't massively influenced by your feelings towards it. <repeat> if only we could just psych out a cancer.",1,"Tamoxifen,Tamoxifen,Tamoxifen,Tamoxifen,Tamoxifen,Tamoxifen,Tamoxifen,Tamoxifen,Tamoxifen","tamoxifen,tamoxifen,tamoxifen,tamoxifen,tamoxifen,tamoxifen,tamoxifen,tamoxifen,tamoxifen",$$$C0015672$$$C0015672$$$C0015672$$$C0015672$$$C1832070$$$C2364111$$$,$$$0$$$0$$$0$$$0$$$0$$$0$$$
75,344580802,<user> <user> did you have to take tamoxifen?. <user> i said no! i have had cancer twice &amp; i work in a school. <repeat> i will wait until i get called by the hse <allcaps>. because some people need it before me.,1,Tamoxifen,tamoxifen,$$$$$$,$$$$$$
76,350464354,<user> <user> <user> <user> <user> <user> i’m taking tamoxifen after treatment for breast cancer. surely there is something safe we can take? just to be able to string a sentence and have a good night’s sleep would be amazing. you have all your treatment and absolutely no menopausal support.,1,Tamoxifen,tamoxifen,$$$$$$,$$$$$$
77,358379597,"<user> <user> death is part of life. cancer kills, heart disease kills, diabetes kills,  flu kills, mad cow disease kills, all viruses kill.  it's life.  you can choose to life your life everyday or choose to think about death.  it's your decision.  <elong>as for me, i survived cancer i'm gonna live. musician bj <allcaps> thomas reveals he was diagnosed with stage <number> lung cancer, is receiving treatment.  smoking 🚬 gets you every time.  <elong>even if you quit like me dad at <number> still died with lung cancer at <number>

<url>. ossoff your a joke to the seniors of georgia who don't qualify for anything and get raped over education taxes and we don't even have kids in school. what we do have is cancer treatment payments to the hospital for surving cancer. hope i live long enough to have lower edu taxes.. <user> <user> seniors get nothing but their cancer payments they can afford and higher food cost and fuel costs.. one family already collected $<number> million in donations. if people have this much money to give away why do we have homelessness?  my gofundme for <number> months cancer treatment received $<number> from the friend you set it up. so hospital put me on a <number> year pay plan.
<url>. you can still get covid and get your dna <allcaps> altered by vaccine.  as someone who survived breast cancer a <number> yrs ago i do not trust a vaccine that has not had long term cancer research done on it.  cancer once is enough.  i'm still paying the hospital copay bills on $<number> mil treatment.. 🤔 does this mean i have to get vaccinated to get passport so i can enter the building to visit my oncologist  (cancer doctor) who told me not to get vaccinated?  biden is messed up.  <elong>not everyone can get vaccine even if they wanted it.  <elong>not that i want one! 🤣. the punishment should be lower prescription cost. check the price online for my pfizer cancer drug ""letrosole"".  totally unaffordable as a retiree on medicare.  so i have to take a genetic with horrible debilitating side effects.  the pfizer drug has no side effects.. this is a joke.  you have to be on welfare.  it doesn't matter that all your money goes to cancer medical bills.  these units do not provide specialist care for cancer patients.  <number> million for <number> rounds chemo and <number> rounds radiation.  <elong>this is for welfare black people.",1,Letrozole,letrosole,$$$$$$,$$$$$$
78,384376401,<user> <user> <user> this is so screwed up. i'm on the least systemically absorbed estrogen as my ca <allcaps> is estrogen sensitive. but it's not covered and viagra is. give me a break. i was on arimidex when a generic came out &amp; i was too spooked to switch. friends in big pharma said there's a diff.,1,Arimidex,arimidex,$$$$$$,$$$$$$
79,387084930,<user> <user> yup! just paid $<number> today for a bone scan. i’ve already met my annual deductible and this was my <number>% co-insurance responsibility. cancer is too damn expensive.. <user> <user> ibrance / letrozole and then afinitor / faslodex failed me. agony. sending you all the love &amp; light. ❤️. all of this! this thread 💯. <user> <user> your words hit home. i also lost my significant other (husband of <number> years) in <number> &amp; was also diagnosed with metastatic breast cancer in <number> my heart knows what it’s like to exist in perpetual grief &amp; i just want to hug the world ❤️,1,"Ibrance,Letrozole,Afinitor,Faslodex","ibrance,letrozole,afinitor,faslodex",$$$C1832070$$$,$$$0$$$
80,388919549,<user> it’s not scaremongering. i’m on tamoxifen which means i have an increased risk of blood clots. six days after my jab i had my first ever migraine. i couldn’t get out of bed for <number> hours it was frightening. i’m now reticent to get my second dose.,1,Tamoxifen,tamoxifen,$$$C0015967$$$C0149931$$$C0000015$$$,$$$0$$$0$$$0$$$
81,391204180,"<user> thought exemestane &amp; ibrance was working; <number>yrs bone mets appeared stable, but ca <allcaps><number><number> kept creeping up. after routine colonoscopy, progression there, never showed on scans. on xeloda now <number>mos. tumor markers dropped significantly every month. hfs <allcaps> is brutal but hair is rebounding.",1,"Exemestane,Ibrance,Xeloda","exemestane,ibrance,xeloda",$$$$$$,$$$$$$
82,414706785,"<user> i have been taking tamoxifen for <number> years every day and night. i hate it. during my covid<number> treatment, my doctors ordered to take a break from tamoxifen therapy. today, its been <number> days, i am not taking it.",1,"Tamoxifen,Tamoxifen","tamoxifen,tamoxifen",$$$$$$,$$$$$$
83,429162619,"<user> i have stage iv <allcaps> breast cancer&amp;receive disability because my treatments make me too ill<number> work fulltime. i receive ‐$<number> / month.i try to work when i can but if i work more than <number>hrs / week, my benefits are taken away. i get punished for working or called a welfare queen if i don't.. <user> this broad recommendation of turmeric is not only tedious but <allcaps> can be extremely dangerous for cancer patients. turmeric in the high doses ""recommended"" to be therapeutic can dangerously interact with certain drug therapies (yes chemo).. i battle stage iv <allcaps> breast cancer everyday since nov <number> <number> it's appalling <allcaps> that cancer fighters need <allcaps> to start a ""go fund me"" account to afford treatment. <hashtag>  most american tweet today. <user> wow! what a horrible way to blame me for my denovo stage iv <allcaps> breast cancer diagnosis. personally, i believe it was the birth control pill  i took from age <number><number> that was touted ""low estrogen"" when in fact it wasn't . but please make breast cancer fighters feel even worse.. <user> <user> <user> i was diagnosed denovo stage iv <allcaps> breast cancer. lumpectomy /  radiation /  lumph nodes removed. i take ibrance / letrozole so i still most of my hair. if i had a dollar for every time someone said ""how can you be stage iv <allcaps>, you still have all your hair""
conclusion: people are assholes. <user> one on my right iliac (hip) which was limiting my ability to walk. also my t<number> t<number> and t<number> where the cancer was millimeters from my spinal column. i had the amount of <number> sessions over <number> treatments. when i had progression in <number> more vertebrae, the ibrance was able to control it.. <user> i feel you. i'm battling stage iv <allcaps> breast cancer. so <allcaps> many files. <repeat>so many applications. <repeat>. a-freaking-men! <hashtag> more<number>stage i v <hashtag>  metavivor and really! stage iv <allcaps> breast cancer has no <allcaps> cure!. since my denovo stage iv <allcaps> breast cancer diagnosis <number> years ago, i've woken up one <allcaps> morning without remembering i have a terminal illnesses. the day after my dad died. 
<hashtag> more<number>stage i v <hashtag>  metavivor <hashtag>  cancer research. <user> shamefully admitting i used <allcaps> to be guilty of that bs <allcaps>. as i recovered during <number>st<number> months of tx for stage iv <allcaps> breast cancer, did ancestry <number>both sides. cried when i found documents of my <number>x grandfather's purchase of humans in <number> it wasn't just rich southerners. i continue to learn.",1,"Ibrance,Letrozole,Ibrance","ibrance,letrozole,ibrance",$$$$$$,$$$$$$
84,468218407,"<user> <user> no i am the same , i am in <number>b through chronic health (cancer remission) and had probs with chemo anaphylaxis and other side effects . <repeat> no i am not a guinea pig nor second class citizen . <repeat> why do i have to be put at risk again? no! i want the vaxx but not that one!. <user> yeah well not me! i'm <number>b (cancer remission <number>years) and after anaphylaxis with chemo and other allergies i'm not their guinea pig at <number> i'm not second rate . <repeat> i want the vaxx but not that one! they are relying on our sense of vulnerability. <repeat> well no . <repeat> can i vote now please!. <user> <user> <user> yes <allcaps>, it's all too much when you're vulnerable to begin with and have already had reactions like we have had. we know first hand what doing something that's ""good for you"" go wrong feels like. and we live every day with that. even my letrozole (antihormone preventative) <number> / <number>. <user> <user> <user> oh and the prolia injection is given to offset the side effect of the letrozole which effects bone density . <repeat> how much do we have to take . <repeat> we want the best, we deserve the best!. <user> <user> <user> <user> oh dear i've had the red chemo, weekly chemo, radiation , mastectomy,  take letrozole and have a prolia injection every <number> months  . <repeat> etc etc . <repeat> i live my life as a gift . <repeat> i want the best vaccine, is that my democratic right? i should have a choice like those under <number>. <user> <user> yes <allcaps> it's like my breast cancer apparently caused by too much estrogen and i was years past menopause. <repeat> said to the oncology surgeon,  i thought i was meant to turn into a man after menopause. <repeat> answer you'll never do that! not everything is defined by age . <repeat> so no az <allcaps> for me!. <user> <user> i have had many medical reactions to drugs for cancer treatment including anaphylaxis with chemo and other negative reactions and allergies. i am an exceedingly allergy prone person to multiple drugs and things as such as elastic, bandages esp after radiation. <number>b but no az <allcaps> for me",1,"Letrozole,Letrozole,Letrozole","letrozole,letrozole,letrozole",$$$C0000013$$$C0000013$$$,$$$0$$$0$$$
85,513252919,"<user> i know every situation is unique, but i’ve been on tamoxifen for about <number> months now. i did have trouble sleeping but have found melatonin helps.",1,Tamoxifen,tamoxifen,$$$$$$,$$$$$$
86,517794489,<user> i have to request thyroxine every <number> months but tamoxifen monthly. go figure.,1,Tamoxifen,tamoxifen,$$$$$$,$$$$$$
87,518746112,"treatment plans are changing. 
because keytruda did not provide much benefit in high tmb <allcaps> in breast cancer we scrapped it.the tropics <number> trial is closed so we are attempting doxil next. here’s hoping i tolerate it well, my blood counts cooperate and it works <allcaps>. yes that always that. my new chemo got approved this evening so if my echocardiogram was okay today i should be starting treatment tomorrow 💥🥊💥🥊💥🥊
let’s kill some effing cancer. (fda <allcaps>) has granted full approval to trodelvy® (sacituzumab govitecan-hziy) for adult patients with unresectable locally advanced or metastatic triple-negative breast cancer (tnbc <allcaps>)  <url>. <user> unreal. <repeat>so hard while dealing with all of the cancer crap at the same time!. <user> congratulations you are a cancer gold medalist 🥇",1,"Keytruda,Trodelvy","keytruda,trodelvy®",$$$C0741585$$$C0000015$$$,$$$0$$$0$$$
88,527885876,"insurance denials this week: pembro lenvatanib for stage iv <allcaps> rcc <allcaps>, insurance states not fda <allcaps> approved or nccn <allcaps> guideline! <repeat> apalutamide for prostate cancer, insurance company states  enzalutamide has to be tried first! looking at my <number>k tonight, this type of thing fuels burnout.. <user> we have a pharma arms race to the first million dollar therapy plan! or have we already reached that? meanwhile insurance denials increase. oncologists and pt’s are caught in the middle, with insurance appeals, and pts waiting to start treatment for their cancer.. <user> <user> <user> i get your passion, i’m just saying pdl <allcaps><number> is not a great marker, we have generally used subset analysis as in <number> as hypothesis generating rather than actionable. herceptin data in breast cancer far more mature than this scenario.",1,Herceptin,herceptin,$$$$$$,$$$$$$
89,535328599,breast cancer: new five-minute phesgo treatment 'great' <url> <url>,1,Phesgo,phesgo,$$$$$$,$$$$$$
90,540835835,"<user> <user> tamoxifen induced menopause at <number> so instant and no empathy from drs at all 🤦. <user> lifey, <number> years on, you are a survivor of domestic abuse. be very proud, be happy &amp; stay positive. keep climbing the ladder. take care x",1,Tamoxifen,tamoxifen,$$$C0000013$$$C1832070$$$,$$$0$$$0$$$
91,553187057,"<user> i'd say you have tnbc <allcaps>. tamoxifen won't work for that. i assume xeloda does.
i'm feeling bummed for you with the path result. tnbc <allcaps> is not known as well.

also, maybe a tinge of survivor guilt on my part. i was er <allcaps> / pr <allcaps>+, her<number> -.. <user> i hear you. i found my lump march <number> didn't have surgery until march <number> i was dx in dec <number> 
i think lupron saved my life. i started on it in oct or nov <number> for endometriosis. it kept the cancer from growing. if it weren't for that, i know i would have been mbc <allcaps>.. <user> wow. that sounds like my great aunts. <number> sisters all with breast cancer, all within a matter of years.. this 👇 i did this. chemo made me crazy.. <user> <user> i started paying in <number> i've made payments pretty much every year since. i've deferred several times. had hardship deferment when diagnosed with cancer. i'm back to repaying. my odds of living long to pay in full are very slim. i expect to die before i pay it in full.. <user> 💯

right now, no one can prevent cancer. in my opinion, we will never be able to prevent cancer. 

being alive, full of cells puts you at risk of having cancer.. <user> <user> <user> i was out of deferments when i was dx'd with cancer. i called them, explained my situation, and they suggested that. just need to call and talk to them.. <user> same was told to me. <number> aunts, all sister with breast cancer. and a couple of brothers with gi <allcaps> cancers. that's just one family. melanoma, bone cancer, lung cancer, brain cancer, breast cancer, thyroid cancer, esophagus cancer. all relatives.. <user> if i had not demanded a mammogram, my breast cancer would not have been found. 

any doctor who ignores a patient with concerns should no longer be a doctor.

it <allcaps>'s not <allcaps> your <allcaps> body <allcaps>.. <user> i was told the same thing. i said that i would pay for it. i know too many under the age of <number> and even more over the age of <number> who have had shingles. i don't want it, ever. having had gone thru cancer, i'm told we are at a greater risk of getting shingles.. <user> because i did genealogy, found out who in my family had what cancer, learned about my risks, tried to reduce those risks, and got an aflac cancer policy. 

i prepared for it, so i got it.. <user> <user> chemo and cancer meds don't help. i'm <number> and on the verge of osteoporosis. osteoporosis doesn't run in my family.. <user> i was told to take calcium when i was dx with cancer. i stopped in <number> (burnout). <number> yrs without calcium supplements would cause that much loss? i have so many questions?

what role does lupron play in all of this? that's my biggest question.. <user> <user> i told np <allcaps> i had originally started on letrozole and lupron. she said that ai <allcaps>s cause a lot of bone density loss. she didn't know about lupron though. i did.. <user> <user> i followed you. we are both <number>x breast cancer survivors.. <user> i stayed positive. i then was dx'd with a <number>nd cancer only one week after finishing chemo. people who say that can go eat dirt.. this thread, conversation is important.
if you're a provider or healthcare worker in oncology, please understand that cancer patients need <allcaps> mental services as well. our mind is going thru a landmine. we need help.
<hashtag> bcsm <hashtag> bccww
<hashtag> cancer <hashtag>  mental health matters. <user> <user> i intentionally stopped taking letrozole. i kept telling my onc for months i was in pain and not sleeping. i couldn't live that way for ten yrs. i stopped for a month. about <number> wks in, i messaged her. the pain had stopped and i was sleeping. she finally agreed to change me to tam <allcaps>.. <user> if i had a double mx to begin with, i wouldn't have been dx with a <number>nd cancer. in my case, a double would have been oncological effective.
i put a dent in her argument. <url>. <user> yeah. had a mammogram about a week before last chemo that showed something on rt breast. they did a biopsy and got the results a week after last chemo that it was cancer.
i gave up on the whole ""stay positive"" at that point. <url>. <user> no matter how the docs spun it, it didn't make me hopeful. i just kept asking ""how does someone get diagnosed with cancer one week after chemo?""

cancer grew in me while i poisoned myself. i had a lot of emotions that i had a hard time processing. <url>. <user> i created a discord server for the same reason. that, and to have a safe place to talk anything is cancer peeps need to talk about.. <user> <user> <user> <user> i don't think feet are gross but i used to sleep with socks on. then cancer, induced menopause happened.. <user> yes. that's how i was with my cancer diagnosis. for <number> i didn't have much emotion about it. it all crashed on me jan <number> in the gyn / onc office. i had a complete breakdown. they had to call a social worker. wouldn't let me leave for fear of hurting myself.. having a hard time sleeping. major screw up on my mind. i am such an idiot since cancer. i want my old self back.. <user> i wish many days for the younger, pre-cancer version of me.
it's hard especially right now with one side flat. a constant reminder when i look down.",1,"Tamoxifen,Xeloda,Letrozole,Letrozole","tamoxifen,xeloda,letrozole,letrozole",$$$C0015967$$$C0741585$$$C0741585$$$C0000013$$$C1832070$$$,$$$0$$$0$$$0$$$0$$$0$$$
92,576628775,"i take a hormone suppressant (tamoxifen) to reduce the chances of a recurrence of breast cancer.  the (many) side effects include an increased risk of uterine cancer and, yes, blood clots.  no medication is risk-free: it’s all a matter of weighing up your (limited) options.. <user> <user> and tamoxifen comes with an increased risk of uterine cancer too.  not many men at risk of that though, or of birth-control-pill-related clotting either. <repeat>",1,"Tamoxifen,Tamoxifen","tamoxifen,tamoxifen",$$$C0000015$$$,$$$0$$$
93,630974626,<user> <user> me too! always been slim but tamoxifen gave me a small tyre. a slendertone belt is really helping though ❤️. <user> great idea. being treated alongside the men with prostate cancer wasn’t exactly dignified. 🥴,1,Tamoxifen,tamoxifen,$$$$$$,$$$$$$
94,701294654,"<user> recovering slowly, back to work next week! tamoxifen going reasonably ok too. x",1,Tamoxifen,tamoxifen,$$$$$$,$$$$$$
95,832957718,"<user> <user> <user> i’m def not trynna fight, i offer the comment only as my random thought. thanks though for mentioning tamoxifen / blood clots. i take letrazole (in my <number>th year) and just now reviewed the side effects. slight risk for clots, even lower than tamoxifen. i didn’t know that.",1,"Tamoxifen,Letrozole,Tamoxifen","tamoxifen,letrazole,tamoxifen",$$$C0000015$$$,$$$0$$$
96,848997228,"<user> oh bless 😢 i did too <user> endo=hysterectomy. ovaries were still in there so tamoxifen for breast cancer <user> put me right back in to it for another <number> years . i feel your pain, big hugs 🫂",1,Tamoxifen,tamoxifen,$$$C0741585$$$,$$$0$$$
97,867343717,"<user> i had it at <number> again at <number> and also lung cancer at <number> thank goodness for my health insurance,  aca  no caps and no preexisting conditions. <repeat>. so frustrated with the side effects of <hashtag>  tamoxifen  <hashtag>  breast cancer survivor twice.. <user> i have been thru three cancer surgeries, two within the last year, and we tend to forget about the positives.  i try to always remain positive, but it is always inspiring to hear others speak up on their journey.. <user> wonderful! i made it almost <number> years the first time i had breast cancer, and now a year out from second and <number> months out from lung cancer. i’m doing well and feel fortunate. you have this. <repeat>. <user> yes, but when you lose a big one to cancer, it makes it a double curse.. <user> followed you, as i have survived breast cancer twice and just had a lung resection in dec. they got it all and i am doing well.  survivors stick together.",1,Tamoxifen,tamoxifen,$$$$$$,$$$$$$
98,948575694,<user> <user> this is the stuff that makes me not want to take my tamoxifen.,1,Tamoxifen,tamoxifen,$$$$$$,$$$$$$
99,1002586812,"<user> <user> <user> i totally agree with you. am i to feel like i am a just a fat alcoholic couch potato because i got breast cancer? i’ve been a ceo <allcaps> of a large organisation very busy,  social drinker medium build. im also over <number> and female. it is judgemental and unhelpful language .. <user> <user> great. this has really wrecked my day “around <number><number>% of all patients end up developing metastasis during the follow-up period.” my onc told me i will survive this. apparently i may well not end up cancer free after <number> yrs of bloody arimidex.  (stage <number> her <allcaps><number>-  hr <allcaps> + breast cancer. )",1,Arimidex,arimidex,$$$$$$,$$$$$$
100,1026933324,we’re supposed to start letrozole again to tonight and i seriously don’t know if i’m going to be able to take it. i hope so badly that i can keep it in my body long enough for it to dissolve but i don’t have high hopes. i’m going to be so sad if this ruins our cycle.. so we were told to stop all fertility treatments this cycle since i got so sick but i had already taken the entire protocol of letrozole before that. we decided to try without the trigger shot or any other meds this month. i’m not hopeful at all honestly,1,"Letrozole,Letrozole","letrozole,letrozole",$$$C0000005$$$,$$$0$$$
101,1054420418,<user> <user> agree with <user> on what he has to say. i am a survivor of a severe dvt <allcaps> and bilateral pe <allcaps>. i now have as a result ascending thoracic aorta aneurysm <number>cm <allcaps>. today had my vaccine pfizer. my doctor gave the okay <allcaps>. i am more concerned of covid <allcaps> and not surviving it.  kudos <allcaps> doctor. <user> mark; i did treatments for breast cancer december <number> - march <number>  i was started on tamoxifen in may <number> it was in april <number> i was dx with the severe dvt <allcaps> and bilateral pe <allcaps>. spent <number> months in hospital. (one month in icu <allcaps>) lucky to be alive today.,1,Tamoxifen,tamoxifen,$$$$$$,$$$$$$
102,1208695604,"when your online dating profile says “likes short walks on flat surfaces, not into riding bikes, my longest relationship is with my oncologist, ask me how i walk without a hip- it’s a great story” 
maybe online dating isn’t ready for real honesty 🤷‍♀️😂 <hashtag> bcsm <url>. <user> hey there. checking in from austin tonight.  bcsm . <user> fully vaccinated and feeling good.  bcsm . kim in austin. living with mbc <allcaps> since <number> still going strong <hashtag> bcsm. it's one year, but most of my friends have now been vaccinated. sh <elong>, i even got a hug from a fully vaccinated friend this weekend. <hashtag> bcsm. <user> <user> <user> thankful for nice weather in texas. lots of patio restaurants. still wearing masks everywhere despite what the governor says <hashtag> bcsm. <user> <user> i hear you. july will be <number> years since i lost my husband and things still bubble up at the most unexpected moments. happy early birthday  bcsm . <user> <user> <user> i've begun planning fun adventures for anniversaries to have something to look forward to (and back on). i went skydiving on our wedding anniversary on <number> / <number> it was fantastic <hashtag> bcsm. <user> <user> <user> <hashtag> bcsm. yep. i’m a little crazy. but when you have lived with mbc <allcaps> for <number> years i guess you deserve it. <url>. <user> <user> <user> <user> uva <allcaps> is a beautiful campus. i would definitely live in southern virginia or north carolina if i didn't live in texas  bcsm . <user> <user> could we move the needle for the faslodex shots 😉. sorry. couldn’t resist. friday funny.. collateral damage - the damage cancer causes to the one's you love <hashtag> mbc <hashtag> metastaticbreastcancer <hashtag> stageivneedsmore <hashtag> researchnotribbons <url>. <user> losing my husband and my father to different forms of cancer <number> days apart - all while living with metastatic breast cancer myself. make sure to find something everyday to make you smile and share it with those close to you.. hello <hashtag> bcsm kim from beautiful, warm austin, tx. <number> yrs with metastatic breast cancer. <user> how exciting.  bcsm . <user> <user> <user> same <hashtag> bcsm. <user> <user> how i wish i could go back to that age sometimes. i just wrote a blog post about collateral damage (the trauma to my kids) since my kids were <number> and <number> when i was first dxd. now they are <number> and <number> <hashtag> bcsm. <user> why guilt? because outside influences like to tell you that it is your fault you got cancer. or then there is survivors guilt - living with mets for <number> years i have lots of guilt. <hashtag> bccww. <user> and there is the guilt that now my daughters have a higher risk of getting breast cancer <hashtag> bccww. <user> personally i don’t have the brca <allcaps> gene mutation but my daughters still feel<user> they will have cancer of some kind one day. <hashtag> bccww. after <number> years  of cancer- <number> yrs with daily oral chemo of some kind - my response is that modern medicine has kept me alive this long and the drug i’m currently taking didn’t exist when i was first dx’d. so, yeah i got the vaccine.. it’s that time again. time for bloodwork and faslodex. <hashtag> bcsm <hashtag> mymbclife <url>. <user> <user> so interesting how we all see things just a little different. my last blog post was about collateral damage - but as it relates to the fear and anxiety my daughter’s have as a result of my cancer and their dads cancer.",1,"Faslodex,Faslodex","faslodex,faslodex",$$$C1832070$$$,$$$0$$$
103,1246396075,"<user> i began with sleep problems after starting anastrozole for bc <allcaps>. <number> mg lorazepam, then <number> mg, and after <number>  years i was back to normal. have needed nothing for <number> years now.",1,Anastrozole,anastrozole,$$$$$$,$$$$$$
104,1573538394,"<user> <user> <user> i think they work like the mab treatment i had for cancer. the mab fills the receptors on our cells that the virus’ spike proteins need to attach to. the virus can’t replicate unless it attaches to those receptors and enters our cells.. <user> <user> <user> mine was trastuzamab. i’m <number> years cancer free!. <user> <user> <user> <user> <user> that says nothing about your willingness to put vulnerable cancer patients at risk.. <user> <user> <user> <user> <user> <user> how dare you. not all cancer patients are condemned to die. we avoid infection during treatment so we can survive. that’s true anytime <allcaps> but more so during a pandemic. have you <allcaps> no compassion for us?. <user> <user> <user> <user> <user> <user> <user> are you incapable of understanding that vit. d won't prevent a cancer patient undergoing treatment from catching a potentially deadly virus?. <user> <user> <user> <user> <user> <user> <user> btw <allcaps>, i'm not trying to be virtuous. i'm a cancer survivor and i can say with full authority that cancer patients with compromised immune systems have been afraid of catching covid<number> even a common cold is capable of putting us in a hospital. that's just fact.. <user> <user> <user> <user> <user> <user> <user> cancer patients whose immune systems are compromised can die of covid. that's not an assumption. they still have to go out in public so if you refuse to wear a mask, you may endanger that person's life. you can choose to be kind to others or you can choose to be self-centered.. <user> <user> as a survivor myself, this is just the best! sending all good thoughts to your mum. ❤️",1,Trastuzumab,trastuzamab,$$$C0741585$$$C0741585$$$,$$$0$$$0$$$
105,1587332934,"<user> <user> pot. pot cures cancer and of course doctors don’t want you to know that because all they want is to make money off the drugs they push on you. 🙄 sigh. <repeat> and def don’t worry because stress will make your cancer worse / cause recurrence of your cancer. right.. <user> <user> <user> i’m a survivor of two kinds of breast cancer. i had a year of chemo and herceptin, a double mastectomy, two reconstructions, nipple surgery, removed lymph nodes. <repeat>still not done because i’d like to explant my textured silicone implants, and i’m debating diep flap. <number> yrs ned <allcaps>.",1,Herceptin,herceptin,$$$C1832070$$$C1832070$$$,$$$0$$$0$$$
106,1860562304,breast cancer: new five-minute phesgo treatment 'great' <url> <url>,1,Phesgo,phesgo,$$$$$$,$$$$$$
107,1923227868,"<user> love to send your mum a card, although it will take some time to get there from rural western australia.i have crazy lungs and have had cancer, so would love to brighten her day. <user> thanks, hoping to still be taking anticoagulants (thank you tamoxifen) and will keep this handy. <user> looking great in both pictures and i missed the dreaded menopause at the time, but enjoying it (not) now that i've had cancer and on the preventative medication. all good though, have retired now. <user> yes, they should and be informed that this is a risk factor. although i was informed that they are dense, it was not till after i was diagnosed with cancer and had had a lumpectomy that i learned of the very increased risk, thanks to an abc <allcaps> podcast. / <number>",1,Tamoxifen,tamoxifen,$$$C0000013$$$,$$$0$$$
108,2166584629,"<user> location location it's all about location. lucky i lived in calgary when i had my first cancer, very few survived stage <number> breast cancer <number> years ago. you're very welcome dearest friend, thank you, love you xx❤️💚❤️🌈. <user> how awful! 😧😢 my cancer was triple negative so tamoxifen is not an option. yes she has and sadly now it's her mind that is going. so hard to watch someone you love not being able to do the simplest things x 😪❤️. we never have a chance too busy listening. <repeat>. <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> omg <allcaps>! why tell her it's cancer when it could be something else. no matter they need to figure it out, so unfair. big hugs dear tracy 🌈🙏🏻💚💖",1,Tamoxifen,tamoxifen,$$$$$$,$$$$$$
109,2168689248,<user> dm me if you want and can happily connect you to your local one - i’m a dr by background and love working there - eg lots of activity coming up for eg tamoxifen for chemoprevention so lots of primary care input and engagement needed!,1,Tamoxifen,tamoxifen,$$$$$$,$$$$$$
